,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
351,0.128,Wed Dec 27 04:11:37 +0000 2017,0.741,0.116,0.143,".@jasoninthehouse on @JerryBrownGov pardoning immigrants about to be deported: ""There's no reason why these people… https://t.co/KqANW6lwhD",52,Fox News
352,0.4404,Wed Dec 27 04:03:35 +0000 2017,0.818,0.0,0.182,Jenna Fischer of 'The Office' fame blasted over incorrect GOP tax bill tweet https://t.co/2ulVAPUczM,53,Fox News
353,-0.5106,Wed Dec 27 03:49:00 +0000 2017,0.798,0.202,0.0,".@LisaDaftari on cut to @UN budget: ""This is a symbolic cut...The U.S. will no longer tolerate other countries taki… https://t.co/exOigkOdvy",54,Fox News
354,0.4767,Wed Dec 27 03:41:53 +0000 2017,0.819,0.0,0.181,"Lifelong friends in Hawaii discover they're also brothers in 'a Christmas miracle,' report says https://t.co/T7FOanmVRL",55,Fox News
355,-0.4404,Wed Dec 27 03:16:57 +0000 2017,0.719,0.281,0.0,.@POTUS administration ends 2017 confronting Russia after year of collusion accusations https://t.co/0CohTPOswr,56,Fox News
356,0.3182,Wed Dec 27 03:16:56 +0000 2017,0.813,0.0,0.187,"Utah sheriff’s deputy rescues boy from icy water, officials say https://t.co/LwhPVvS4Ua",57,Fox News
357,0.2732,Wed Dec 27 03:03:01 +0000 2017,0.792,0.0,0.208,OPINION: Swarthmore College offers a course in 'queering God' https://t.co/zWXEgCTIet,58,Fox News
358,-0.0191,Wed Dec 27 02:49:10 +0000 2017,0.944,0.056,0.0,"William Parker on the consequences of the U.S. ""doing nothing"" to prevent North Korea from maintaining its nuclear… https://t.co/k88D9M07we",59,Fox News
359,-0.4939,Wed Dec 27 02:37:43 +0000 2017,0.775,0.225,0.0,Topless Activist Attempts to Steal Baby Jesus From Vatican Nativity Scene https://t.co/B5XaiirErR,60,Fox News
360,-0.6597,Wed Dec 27 02:24:43 +0000 2017,0.787,0.213,0.0,"""If you are a weaker student, someone who struggles to get through high school, then college is just going to be a… https://t.co/hY788MISw5",61,Fox News
361,0.4019,Wed Dec 27 02:20:30 +0000 2017,0.876,0.0,0.124,"Niger Innis: ""I think you need a select &amp; distinct special counsel that can examine the corruption within the @FBI… https://t.co/Nv9TC1qWAg",62,Fox News
362,-0.0772,Wed Dec 27 02:08:25 +0000 2017,0.702,0.158,0.14,".@Disney resorts add new security policy, removing 'Do Not Disturb' signs from rooms https://t.co/AHWhiGoqoK",63,Fox News
363,0.0258,Wed Dec 27 01:49:33 +0000 2017,0.569,0.214,0.217,".@alanmendoza on gains in the war against ISIS: ""I think the world does owe a great debt to #DonaldTrump and, indee… https://t.co/ctcHT12xeT",64,Fox News
364,0.2732,Wed Dec 27 01:42:25 +0000 2017,0.851,0.0,0.149,Tennessee family receives Christmas surprise after cop pulls them over for speeding https://t.co/zUrLXh4EbE,65,Fox News
365,-0.4215,Wed Dec 27 01:39:57 +0000 2017,0.823,0.177,0.0,".@alanmendoza: ""I think the [@UN] General Assembly's just a waste of space.""  #Tucker  https://t.co/cH1XJVTxCa https://t.co/o0biIyROVL",66,Fox News
366,-0.5423,Wed Dec 27 01:31:14 +0000 2017,0.837,0.163,0.0,"Chris Swecker: ""[Former @FBI] Director Mueller is living with some of the...decisions and bad judgement of former D… https://t.co/0FVdf58Pk8",67,Fox News
367,-0.765,Wed Dec 27 01:19:19 +0000 2017,0.34,0.49,0.17,Illegal immigrant arrested crossing Texas border previously assaulted a peace officer https://t.co/hN4gh8djrI,68,Fox News
368,-0.3182,Wed Dec 27 01:01:56 +0000 2017,0.874,0.126,0.0,"ISIS has lost 98 percent of its territory -- mostly since @POTUS took office, officials say https://t.co/pDuErka6OR",69,Fox News
369,0.25,Wed Dec 27 00:50:39 +0000 2017,0.789,0.083,0.127,".@gen_jackkeane on the U.S.'s slashed budget for the U.N., and how ""to improve its effectiveness"": ""We know that th… https://t.co/X6k7dCIs7E",70,Fox News
370,0.0,Wed Dec 27 00:35:59 +0000 2017,1.0,0.0,0.0,".@marc_lotter on the economy's current performance: ""If this is Nancy Pelosi's apocalypse, we're doing quite well,… https://t.co/TeLbrgurFh",71,Fox News
371,0.4588,Wed Dec 27 00:28:55 +0000 2017,0.824,0.0,0.176,.@KarlRove breaks down how the middle class will benefit from new tax law #TheStory https://t.co/0FObuAXj9h,72,Fox News
372,0.0382,Wed Dec 27 00:19:02 +0000 2017,0.919,0.0,0.081,.@theabstoddard: @senorrinhatch is now 'the swamp' if he doesn't leave his seat.  #SpecialReport… https://t.co/cORXeZXk4l,73,Fox News
373,-0.6249,Wed Dec 27 00:12:01 +0000 2017,0.785,0.215,0.0,"Democrat Rep. Sheila Jackson Lee cites racism as source of @united 
Airlines incident in a statement https://t.co/1xxD2Kd79A",74,Fox News
374,-0.7717,Tue Dec 26 23:55:38 +0000 2017,0.691,0.309,0.0,Three US cities sue @DeptofDefense for allegedly failing to report servicemembers' criminal convictions to the @FBI… https://t.co/IeBzL2YqDF,75,Fox News
375,0.0,Tue Dec 26 23:46:38 +0000 2017,1.0,0.0,0.0,"Part of historic Magnolia tree planted by President Andrew Jackson to be removed, @WhiteHouse says https://t.co/oQd5RLIhYs",76,Fox News
376,0.3818,Tue Dec 26 23:23:36 +0000 2017,0.852,0.0,0.148,".@JonathanTurley on #Trump-Russia investigation: ""Many people in Washington hoped that they would have stockings fi… https://t.co/PPeqD559ag",77,Fox News
377,-0.6908,Tue Dec 26 23:17:10 +0000 2017,0.68,0.32,0.0,".@POTUS predicts mandate repeal will kill ObamaCare, spur replacement plan https://t.co/Vcms4T5ncL",78,Fox News
378,0.0,Tue Dec 26 23:01:08 +0000 2017,1.0,0.0,0.0,'The Office's' Jenna Fischer blasted over incorrect GOP tax bill tweet https://t.co/2ulVAPUczM,79,Fox News
379,-0.4404,Tue Dec 26 22:53:48 +0000 2017,0.775,0.225,0.0,"North Korean defector had anthrax antibodies in system, report says https://t.co/fKV0lS7fvS",80,Fox News
380,-0.4404,Tue Dec 26 22:41:52 +0000 2017,0.719,0.281,0.0,.@POTUS administration ends 2017 confronting Russia after year of collusion accusations https://t.co/0CohTPOswr,81,Fox News
381,0.3182,Tue Dec 26 22:29:02 +0000 2017,0.813,0.0,0.187,Maryland police officer rescues bald eagle on Christmas Eve https://t.co/kOq0HKUFHE https://t.co/RJxRR31yYG,82,Fox News
382,0.0,Tue Dec 26 22:20:48 +0000 2017,1.0,0.0,0.0,"Fetuses found in Detroit warehouse owned by body broker, report says https://t.co/SCwgJBpAZe",83,Fox News
383,0.34,Tue Dec 26 22:15:47 +0000 2017,0.821,0.0,0.179,Dustin Diamond stars as Harvey Weinstein in graphic new music video https://t.co/a6B3pPfWtE,84,Fox News
384,0.4939,Tue Dec 26 22:01:36 +0000 2017,0.789,0.0,0.211,Lt. Col. Peters: North Korea's Nuke Program Their All-In 'Hand of Poker' https://t.co/msasGMJhas,85,Fox News
385,-0.4019,Tue Dec 26 21:53:53 +0000 2017,0.711,0.182,0.107,".@dbongino on college campus violence &amp; liberals thinking ""words are violence"": ""They think by engaging in violence… https://t.co/R8XiT0UJBm",86,Fox News
386,0.0,Tue Dec 26 21:40:18 +0000 2017,1.0,0.0,0.0,".@MarkSteynOnline: If a President Were to Hold UN Accountable, 'Trump's the Guy Who Would' https://t.co/k5KHS7jGHH",87,Fox News
387,-0.3818,Tue Dec 26 21:30:15 +0000 2017,0.809,0.191,0.0,WATCH: @MLB Rookie Shocks Parents By Paying Off Mortgage for Christmas https://t.co/PdWOwzd72E,88,Fox News
388,-0.872,Tue Dec 26 21:20:25 +0000 2017,0.452,0.548,0.0,Kentucky man charged with harboring a vicious animal after fatal pit bull attack https://t.co/fg28T7QGpt,89,Fox News
389,-0.0772,Tue Dec 26 21:10:59 +0000 2017,0.702,0.158,0.14,".@Disney resorts add new security policy, removes 'Do Not Disturb' signs from rooms https://t.co/AHWhiGoqoK",90,Fox News
390,0.0,Tue Dec 26 20:53:46 +0000 2017,1.0,0.0,0.0,Opinion: Here's a New Year's resolution that can change your life (via @FoxNewsOpinion) https://t.co/PVl8lQevlz,91,Fox News
391,0.4939,Tue Dec 26 20:30:07 +0000 2017,0.833,0.0,0.167,"Republican strategist @chrisprudhome: ""What is the point of individuals having health care when you can't actually… https://t.co/C462wdeIjs",92,Fox News
392,0.0,Tue Dec 26 20:19:58 +0000 2017,1.0,0.0,0.0,Minnesota couple delivers Christmas Day baby on side of road https://t.co/jFZAN09jhC https://t.co/ya8LMQWVZw,93,Fox News
393,-0.296,Tue Dec 26 20:15:56 +0000 2017,0.905,0.095,0.0,".@FDD Senior Counselor John Hannah: ""There are no rules of the game in the cyber space, so as quickly as possible,… https://t.co/Q0JjhziZeO",94,Fox News
394,0.0,Tue Dec 26 20:01:50 +0000 2017,1.0,0.0,0.0,"Erie, Pennsylvania buried under more than four feet of snow https://t.co/LjrLIeoid2",95,Fox News
395,0.0,Tue Dec 26 19:46:06 +0000 2017,1.0,0.0,0.0,"""Republicans tend to come home and...support whoever the incumbent or whoever the nominee is."" - Republican Strateg… https://t.co/NgF9nbg2fr",96,Fox News
396,-0.6124,Tue Dec 26 19:32:00 +0000 2017,0.75,0.25,0.0,"Galveston, Texas considers storm surge barriers after Hurricane Harvey devastated the area. https://t.co/7gvhcjy8NM",97,Fox News
397,0.0,Tue Dec 26 19:25:02 +0000 2017,0.802,0.099,0.099,"""The inefficiency and overspending of the @UN are well known."" @Nikkihaley announces a $285M cut in the 2018-19 UN… https://t.co/iXA8abj4c8",98,Fox News
398,-0.3818,Tue Dec 26 19:15:43 +0000 2017,0.822,0.178,0.0,WATCH: MLB Rookie @PavinSmith Shocks Parents By Paying Off Mortgage for Christmas https://t.co/Oa2ONJ6F4V,99,Fox News
399,-0.2716,Tue Dec 26 19:11:24 +0000 2017,0.878,0.122,0.0,"Former Federal Prosecutor Doug Burns: The Russia investigation is ""a highly charged, politically toxic situation."" https://t.co/6CkKAlVn7Y",100,Fox News
400,-0.4019,Wed Dec 27 14:40:08 +0000 2017,0.863,0.137,0.0,"In their less famous days, Anderson Cooper and Andy Cohen were almost set up on a blind date.… https://t.co/wg2kRzG0sk",1,The New York Times
401,0.0,Wed Dec 27 14:31:21 +0000 2017,1.0,0.0,0.0,"RT @nytimesES: El periodista @AzamsAhmed estará respondiendo algunas preguntas sobre este reportaje: ""Con su enorme presupuesto de publicid…",2,The New York Times
402,-0.6124,Wed Dec 27 14:25:05 +0000 2017,0.762,0.238,0.0,"Israelis are outraged that Teva, one of the biggest makers of generic drugs, is cutting 14,000 jobs https://t.co/aCClRJbKQf",3,The New York Times
403,-0.6124,Wed Dec 27 14:10:06 +0000 2017,0.737,0.263,0.0,Obama warned against the irresponsible use of social media by people in positions of power https://t.co/ftLkbfNS6q,4,The New York Times
404,0.5574,Wed Dec 27 13:55:09 +0000 2017,0.806,0.0,0.194,"The “Best of Late Night,” with some of the funniest quips and most memorable moments https://t.co/ZhVG2ksIqy",5,The New York Times
405,0.7184,Wed Dec 27 13:40:07 +0000 2017,0.56,0.1,0.34,"Though the 2015 agreement was applauded by the United States, it was widely criticized in South Korea https://t.co/7w6eoF5H4w",6,The New York Times
406,0.25,Wed Dec 27 13:25:10 +0000 2017,0.9,0.0,0.1,"Hear what’s happened to Derek Black, once poised to lead the white nationalist movement, since we last spoke https://t.co/6XJIwtJTLv",7,The New York Times
407,0.0,Wed Dec 27 13:10:09 +0000 2017,1.0,0.0,0.0,Here’s what you need to know to start your day https://t.co/g0plBhqSTj,8,The New York Times
408,0.0,Wed Dec 27 12:57:22 +0000 2017,1.0,0.0,0.0,"After 12 men over 54 years, “Doctor Who” is a woman https://t.co/BvtqBy6Kfu",9,The New York Times
409,0.0,Wed Dec 27 12:40:50 +0000 2017,1.0,0.0,0.0,Barack Obama’s BBC Interview With Prince Harry https://t.co/UycTDe5CzI,10,The New York Times
410,0.0,Wed Dec 27 12:39:25 +0000 2017,1.0,0.0,0.0,To swipe or not to swipe? That’s the question on every iPhone X user’s mind now that the home button is gone. https://t.co/Rr5sjK5nfH,11,The New York Times
411,0.0,Wed Dec 27 12:22:28 +0000 2017,1.0,0.0,0.0,Uber and Lyft cars have slowed traffic in Manhattan to a crawl. One idea to fix it? Charge riders even more. https://t.co/SvCiIarJfx,12,The New York Times
412,0.5574,Wed Dec 27 12:06:04 +0000 2017,0.816,0.0,0.184,"A venerated romance writer with hundreds of books, Nora Roberts has now turned to the postapocalyptic subgenre https://t.co/EWmBuvJw1k",13,The New York Times
413,0.0,Wed Dec 27 11:47:24 +0000 2017,1.0,0.0,0.0,Contributing Op-Ed Writer: Inside of a Dog https://t.co/YoeyH9XYHs,14,The New York Times
414,0.0,Wed Dec 27 11:33:10 +0000 2017,1.0,0.0,0.0,The Daily: Listen to ‘The Daily’: Revisiting a Former White Nationalist https://t.co/8WXjbQu267,15,The New York Times
415,0.6369,Wed Dec 27 11:20:06 +0000 2017,0.756,0.0,0.244,"Best of Late Night: Late-Night TV in 2017: Trump, Russia, Weinstein and More https://t.co/FeCJc5PmcH",16,The New York Times
416,-0.6369,Wed Dec 27 11:20:05 +0000 2017,0.766,0.234,0.0,"Having excluded Aleksei Navalny from the ballot, the Kremlin worries that he could still cause President Putin head… https://t.co/n8GKtn3ZXv",17,The New York Times
417,0.0,Wed Dec 27 11:16:33 +0000 2017,1.0,0.0,0.0,"Trump Rules: When Picking Apples on a Farm With 5,000 Rules, Watch Out for the Ladders https://t.co/JZo2gQr4An",18,The New York Times
418,-0.25,Wed Dec 27 11:13:23 +0000 2017,0.6,0.25,0.15,Myanmar Court Extends Detention of Reuters Journalists https://t.co/a0nR4KABzF,19,The New York Times
419,-0.128,Wed Dec 27 11:05:01 +0000 2017,0.933,0.067,0.0,"Teva, one of the biggest makers of generic drugs, is cutting 14,000 jobs. Israelis, who view it is a source of nati… https://t.co/UPrJ1fU4ml",20,The New York Times
420,0.4404,Wed Dec 27 10:50:02 +0000 2017,0.861,0.0,0.139,"Children who eat fish tend to sleep better and score higher on IQ tests, a new study has found https://t.co/HYYPDceuZk",21,The New York Times
421,0.2023,Wed Dec 27 10:35:03 +0000 2017,0.899,0.0,0.101,Trump versus Hollywood. Echoes of the Confederacy. Taylor Swift and the alt-right. Here’s a not-so-nostalgic look b… https://t.co/6gANH8zG4t,22,The New York Times
422,0.0772,Wed Dec 27 10:20:04 +0000 2017,0.885,0.0,0.115,"“Sometimes you just want to sing, and then sing more"" https://t.co/r03mO2lx03",23,The New York Times
423,-0.4767,Wed Dec 27 10:05:06 +0000 2017,0.806,0.194,0.0,RT @nytmedia: Now digital publishers confront the same job cutbacks and financial uncertainty as their more established brethren. https://t…,24,The New York Times
424,0.2732,Wed Dec 27 09:50:05 +0000 2017,0.884,0.0,0.116,"Peru's ailing former leader, Alberto Fujimori, asked for forgiveness “with all my heart” after receiving a medical… https://t.co/OyaeyuLV1i",25,The New York Times
425,0.6068,Wed Dec 27 09:35:02 +0000 2017,0.829,0.0,0.171,RT @nytopinion: Westerners point to Iran’s lax rules on the hijab as proof it is more tolerant. The truth is that after 40 years of resista…,26,The New York Times
426,0.4019,Wed Dec 27 09:20:09 +0000 2017,0.734,0.081,0.185,"""Should we continue to support our children well past their teenage years? When should we cut the strings and let t… https://t.co/gYayaUQv15",27,The New York Times
427,-0.4939,Wed Dec 27 09:04:04 +0000 2017,0.868,0.132,0.0,RT @nytimesworld: Reporters jailed while covering the state in Myanmar where Rohingya are under a crackdown are ordered held for 14 more da…,28,The New York Times
428,0.0,Wed Dec 27 08:49:03 +0000 2017,1.0,0.0,0.0,Don’t just trash your Christmas tree https://t.co/sWN5fDoMT3,29,The New York Times
429,0.4939,Wed Dec 27 08:34:07 +0000 2017,0.814,0.0,0.186,Liberia is one step closer to its first peaceful transition of power since 1944 https://t.co/KYlXXosjIy,30,The New York Times
430,-0.3182,Wed Dec 27 08:19:06 +0000 2017,0.813,0.187,0.0,Researchers found alterations in the chromosomes of 4 North Korean defectors  https://t.co/T7wGpZDUJw,31,The New York Times
431,0.7964,Wed Dec 27 08:04:07 +0000 2017,0.616,0.0,0.384,"Who wouldn’t want a Nobel Prize, Academy Award or knighthood? More people than you might expect. https://t.co/zbpSb0WWIp",32,The New York Times
432,-0.0258,Wed Dec 27 07:49:02 +0000 2017,0.638,0.184,0.177,Mike Huckabee says President Trump is like Churchill. Historians disagree. https://t.co/oWE5QSkkb1,33,The New York Times
433,0.0258,Wed Dec 27 07:34:05 +0000 2017,0.811,0.093,0.097,"""It’s like sticking one end of a giant fire hose into Lake Erie and pointing the other end at Erie, Pa. — and leavi… https://t.co/VbDK1oBIdT",34,The New York Times
434,0.0,Wed Dec 27 07:19:05 +0000 2017,1.0,0.0,0.0,What factory workers in Mexico think of globalization https://t.co/3nBgTwnq4b,35,The New York Times
435,0.0,Wed Dec 27 07:04:03 +0000 2017,1.0,0.0,0.0,Opinion: Beijing is overreaching and starting to burn bridges across the West and in the developing world https://t.co/EYCWuz0NZj,36,The New York Times
436,0.4019,Wed Dec 27 06:49:06 +0000 2017,0.881,0.0,0.119,"Power prices fell below zero in Germany over the weekend. Yes, that means consumers were actually paid to use power. https://t.co/z42IHXYaK6",37,The New York Times
437,0.0,Wed Dec 27 06:34:05 +0000 2017,1.0,0.0,0.0,The Apple Watch is finding a medical purpose after all https://t.co/RIZS4MKHWJ,38,The New York Times
438,-0.25,Wed Dec 27 06:19:06 +0000 2017,0.755,0.14,0.104,"RT @NYTScience: 2.6 million people, mostly children, used to die of measles each year. Thanks to vaccination, now less than 100,000 do. htt…",39,The New York Times
439,0.2023,Wed Dec 27 06:02:10 +0000 2017,0.904,0.0,0.096,"Opinion: When we answer melodrama with melodrama, we’re playing Trump's game, by his rules, and he wins,… https://t.co/3seW4aXOMj",40,The New York Times
440,0.0,Wed Dec 27 05:46:10 +0000 2017,1.0,0.0,0.0,A French chef gives back his Michelin star – because he can't afford it https://t.co/eBbkoftiEN,41,The New York Times
441,0.0,Wed Dec 27 05:31:01 +0000 2017,1.0,0.0,0.0,"Opinion: ""In nine of the 10 deadliest mass shootings in modern American history, the gunmen had records of threaten… https://t.co/7nScpUfhMr",42,The New York Times
442,-0.5267,Wed Dec 27 05:16:05 +0000 2017,0.602,0.282,0.117,"RT @nytopinion: Trump is a dictator wannabe, with no respect whatsoever for democratic norms. Sadly, elected Republicans have fallen in lin…",43,The New York Times
443,-0.5267,Wed Dec 27 05:01:03 +0000 2017,0.779,0.221,0.0,"Elizabeth Banks was a frustrated actress. Now she's a producer, director, and Hollywood mogul. https://t.co/i9TCF6Rb8S",44,The New York Times
444,-0.5574,Wed Dec 27 04:46:06 +0000 2017,0.841,0.159,0.0,A father's effort to ban junk food sales in and near schools aims to change what children eat in India https://t.co/aFxUcWSBj1,45,The New York Times
445,0.5267,Wed Dec 27 04:31:03 +0000 2017,0.833,0.0,0.167,"Meet Fabulous Flournoy, a 44-year-old from the South Bronx who's a basketball legend in Britain and much, much more https://t.co/tTpFmjjqlD",46,The New York Times
446,0.127,Wed Dec 27 04:16:08 +0000 2017,0.717,0.11,0.173,"“I do not pay you to criticize me.” Mexico's government pours cash into media advertising, gaining control over new… https://t.co/mg48ueMNTf",47,The New York Times
447,0.2732,Wed Dec 27 04:01:02 +0000 2017,0.762,0.094,0.143,Saudi Arabia blocked Israel’s team from the World Chess Championships after its players were unable to obtain visas https://t.co/PqOtgfqU0E,48,The New York Times
448,-0.5574,Wed Dec 27 03:51:28 +0000 2017,0.859,0.141,0.0,RT @MaggieAstor: Churchill spent more than half a century and two world wars in military or political service. Trump has been in office les…,49,The New York Times
449,0.0,Wed Dec 27 03:31:02 +0000 2017,1.0,0.0,0.0,The race that would tip control of Virginia’s House of Delegates took another twist https://t.co/FGDDWbdZfa,50,The New York Times
450,0.0,Wed Dec 27 03:16:06 +0000 2017,1.0,0.0,0.0,Here's a way to figure out what will happen with your taxes https://t.co/dwnjJNtBbH,51,The New York Times
451,-0.1779,Wed Dec 27 03:01:05 +0000 2017,0.764,0.131,0.105,"Johnny Bower, a Hall of Fame goalie for the Maple Leafs, has died at 93. He helped Toronto to four Stanley Cups, an… https://t.co/wxkMnjfeEZ",52,The New York Times
452,0.743,Wed Dec 27 02:46:05 +0000 2017,0.722,0.0,0.278,"Taiwan is proof that a country can make a swift and huge change to its health care system, even in the modern day https://t.co/TOODcxMUd8",53,The New York Times
453,0.0,Wed Dec 27 02:31:04 +0000 2017,1.0,0.0,0.0,How do you choreograph “Frankenstein?” https://t.co/hbxN1NXvCO,54,The New York Times
454,0.1779,Wed Dec 27 02:16:02 +0000 2017,0.922,0.0,0.078,"“It’s over now for us.” Our reporter visited the last native speaker of an Amazon tribe’s language, who feels overw… https://t.co/UBYLdfbOsL",55,The New York Times
455,0.0,Wed Dec 27 02:01:11 +0000 2017,1.0,0.0,0.0,Got the iPhone X? Learn these 11 gestures. https://t.co/8AJHW7L6AF https://t.co/WUlG3am8NN,56,The New York Times
456,0.2023,Wed Dec 27 01:46:06 +0000 2017,0.904,0.0,0.096,"Opinion: When we answer melodrama with melodrama, we’re playing Trump's game, by his rules, and he wins,… https://t.co/uHuKmNdQn6",57,The New York Times
457,-0.6369,Wed Dec 27 01:31:06 +0000 2017,0.785,0.215,0.0,"Egypt hanged 15 men for a 2013 attack, the start of an Islamic insurgency that the government has been battling eve… https://t.co/U6oKPqubdV",58,The New York Times
458,0.0,Wed Dec 27 01:16:03 +0000 2017,1.0,0.0,0.0,5 art exhibitions to see in New York before they close https://t.co/R3tP1eNiMQ,59,The New York Times
459,-0.2732,Wed Dec 27 01:01:05 +0000 2017,0.909,0.091,0.0,"In the wake of the Texas church massacre, New York, San Francisco and Philadelphia are suing the Pentagon for its f… https://t.co/Nog3fN81LR",60,The New York Times
460,0.2732,Wed Dec 27 00:46:07 +0000 2017,0.896,0.0,0.104,"RT @nytimesworld: Peru's ailing former leader, Alberto Fujimori, asked for forgiveness “with all my heart” after receiving a medical pardon…",61,The New York Times
461,0.296,Wed Dec 27 00:31:07 +0000 2017,0.891,0.0,0.109,Trump insisted the health law was “essentially” being repealed. But what remains of it appears relatively stable an… https://t.co/V1j3dnl7cr,62,The New York Times
462,0.4939,Wed Dec 27 00:16:11 +0000 2017,0.842,0.0,0.158,"Tech giants have transformed how we communicate, shop, socialize and work. Now they're going after health care. https://t.co/APZHOHwWmF",63,The New York Times
463,0.0,Wed Dec 27 00:01:06 +0000 2017,1.0,0.0,0.0,"After 12 men over 54 years, “Doctor Who” is a woman https://t.co/LBT7BJf4iG",64,The New York Times
464,0.0,Tue Dec 26 23:46:03 +0000 2017,1.0,0.0,0.0,"RT @NYTObits: After an Italian court declared her to be Puccini's granddaughter, Simonetta Puccini worked to maintain and foster his legacy…",65,The New York Times
465,0.0,Tue Dec 26 23:31:04 +0000 2017,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/bYow19aF9o,66,The New York Times
466,0.7506,Tue Dec 26 23:16:01 +0000 2017,0.697,0.0,0.303,"This hearty soup requires a good afternoon simmer, filling your house with the aromas of all things good and warming https://t.co/vrPA0svOfj",67,The New York Times
467,0.0,Tue Dec 26 23:01:06 +0000 2017,1.0,0.0,0.0,Uber and Lyft cars have slowed traffic in Manhattan to a crawl. One idea to fix it? Charge riders even more. https://t.co/cr6HkmM9RG,68,The New York Times
468,0.5267,Tue Dec 26 22:45:03 +0000 2017,0.833,0.0,0.167,"Meet Fabulous Flournoy, a 44-year-old from the South Bronx who's a basketball legend in Britain and much, much more https://t.co/73Qp23x7wr",69,The New York Times
469,0.0,Tue Dec 26 22:30:23 +0000 2017,1.0,0.0,0.0,How far New York's attorney general is willing to go in taking on Trump could define his political career. One read… https://t.co/viCdjKiden,70,The New York Times
470,0.0,Tue Dec 26 22:23:35 +0000 2017,1.0,0.0,0.0,"The Golden State Warriors appear to be building their most well-rounded team yet, writes @TheSteinLine https://t.co/w9z2MuNdVy",71,The New York Times
471,0.7579,Tue Dec 26 22:15:07 +0000 2017,0.681,0.0,0.319,"A perfume store encourages consumers to trust their noses, labeling fragrances only by number. One of the most popu… https://t.co/eClGf55ye7",72,The New York Times
472,0.0,Tue Dec 26 21:46:06 +0000 2017,1.0,0.0,0.0,Uber and Lyft cars have slowed traffic in Manhattan to a crawl. One idea a state task force is weighing: charging p… https://t.co/UiFmlSinvL,73,The New York Times
473,0.7184,Tue Dec 26 21:30:07 +0000 2017,0.727,0.0,0.273,"RT @UpshotNYT: Taiwan's health care overhaul: what worked, what didn't, and what the United States can learn. https://t.co/czBqCXufgq",74,The New York Times
474,0.0,Tue Dec 26 21:15:06 +0000 2017,1.0,0.0,0.0,"From classic to spicy to spiked, make these hot chocolate recipes https://t.co/XSs8dSsy90 https://t.co/OviZKIfWjU",75,The New York Times
475,0.0,Tue Dec 26 21:10:09 +0000 2017,1.0,0.0,0.0,"Mary Tyler Moore, Chuck Berry, Jerry Lewis. Remembering the lives that touched our own. https://t.co/QTpE1MuGLH",76,The New York Times
476,0.0,Tue Dec 26 20:55:05 +0000 2017,1.0,0.0,0.0,The Betoota Advocate is increasingly one of Australia's most widely read newspapers. It's also completely made up. https://t.co/EM2PgZU2PC,77,The New York Times
477,0.5267,Tue Dec 26 20:49:39 +0000 2017,0.866,0.0,0.134,RT @NYTSports: Fabulous Flournoy is a 44-year-old basketball legend in Britain who grew up in the Bronx and ate 30-40 bananas every day for…,78,The New York Times
478,0.0,Tue Dec 26 20:45:05 +0000 2017,1.0,0.0,0.0,"RT @nytimesbooks: James Baldwin was writing for his life, and the nation looked away https://t.co/fe1eEZJBcA",79,The New York Times
479,0.127,Tue Dec 26 20:35:05 +0000 2017,0.717,0.11,0.173,"“I do not pay you to criticize me.” Mexico's government pours cash into media advertising, gaining control over new… https://t.co/Uf5hr7a0kh",80,The New York Times
480,-0.6597,Tue Dec 26 20:25:04 +0000 2017,0.735,0.265,0.0,"Senator Orrin Hatch said he was “grateful” for a scathing editorial suggesting he resign, prompting ridicule. A spo… https://t.co/WMFUkTlCZG",81,The New York Times
481,-0.3182,Tue Dec 26 20:16:37 +0000 2017,0.673,0.202,0.125,"Andrew taught his mother how to be happy. Then when he was 13, he was diagnosed with an aggressive form of cancer. https://t.co/T4UcXS9kwZ",82,The New York Times
482,0.0516,Tue Dec 26 20:15:09 +0000 2017,0.748,0.122,0.13,"""It felt terrible to wrestle with ethical and professional questions when all I wanted to do was be with my friend.… https://t.co/gJiRFIZVmA",83,The New York Times
483,0.1779,Tue Dec 26 20:05:06 +0000 2017,0.922,0.0,0.078,"“It’s over now for us.” Our reporter visited the last native speaker of an Amazon tribe’s language, who feels overw… https://t.co/qzDjPFsvEf",84,The New York Times
484,0.0,Tue Dec 26 19:55:08 +0000 2017,1.0,0.0,0.0,To swipe or not to swipe? That’s the question on every iPhone X user’s mind now that the home button is gone.… https://t.co/Bo69e1v0tG,85,The New York Times
485,0.34,Tue Dec 26 19:45:05 +0000 2017,0.882,0.0,0.118,"About 2,000 Homeland Security employees are now deployed to over 70 countries, a move that has some allies calling… https://t.co/SuDNZ3Lk3d",86,The New York Times
486,0.0,Tue Dec 26 19:35:04 +0000 2017,1.0,0.0,0.0,"RT @UpshotNYT: With one week to go in the regular season, all the playoff trees. https://t.co/L5XhzxeqTd",87,The New York Times
487,0.7906,Tue Dec 26 19:25:04 +0000 2017,0.654,0.0,0.346,"Opinion: ""It doesn’t matter that he’s from a good home, with loving parents; all that matters to the white world is… https://t.co/a7FGArrEtA",88,The New York Times
488,0.4767,Tue Dec 26 19:10:09 +0000 2017,0.871,0.0,0.129,"It's not your imagination. More of your Facebook friends are asking you for money, and the platform is making it ea… https://t.co/TPewC2QHnZ",89,The New York Times
