,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
214,-0.7269,Wed Dec 27 12:41:01 +0000 2017,0.724,0.276,0.0,Construction halted on rebuilding church destroyed in 9/11 attacks amid rising costs and questions over how donatio… https://t.co/PaWFPYg74H,15,CBS News
215,-0.0258,Wed Dec 27 12:37:21 +0000 2017,0.746,0.104,0.149,An attempted crackdown on hidden hotel charges now faces a potential roadblock in Washington. A growing number of t… https://t.co/EXVjAvdlO7,16,CBS News
216,0.0,Wed Dec 27 12:33:49 +0000 2017,1.0,0.0,0.0,"Here are this morning’s three things you need to know:
1️⃣ Trump train station?
2️⃣ Taxpayers prepay 2018 bills
3️⃣… https://t.co/xJMuxUzSkq",17,CBS News
217,0.0,Wed Dec 27 12:21:01 +0000 2017,1.0,0.0,0.0,"In his first interview since leaving office, former President Obama tells Prince Harry in an interview broadcast We… https://t.co/tXx3kxDrT3",18,CBS News
218,0.0,Wed Dec 27 12:18:35 +0000 2017,1.0,0.0,0.0,President Obama gave his first interview since leaving office to Prince Harry. It was pre-recorded in Toronto last… https://t.co/XLV4oFCfUY,19,CBS News
219,-0.9062,Wed Dec 27 12:17:09 +0000 2017,0.601,0.399,0.0,Four Ohio teens are facing murder charges after a passenger in a car was killed by a sandbag they allegedly threw o… https://t.co/epGuCGMziE,20,CBS News
220,-0.6597,Wed Dec 27 12:15:18 +0000 2017,0.779,0.221,0.0,Three major U.S. cities are suing the Pentagon for an alleged failure to tell them when service members are disqual… https://t.co/SulxIF1BdS,21,CBS News
221,0.4019,Wed Dec 27 12:11:13 +0000 2017,0.87,0.0,0.13,President Trump is promising more bipartisanship in the new year. He tweeted that Republicans and Democrats will co… https://t.co/MPuV4tn112,22,CBS News
222,0.0772,Wed Dec 27 12:08:49 +0000 2017,0.925,0.0,0.075,"Investigators want to know how a so-called ""unauthorized"" passenger boarded a flight from Los Angeles to Tokyo. ANA… https://t.co/SQTqSYGh7b",23,CBS News
223,0.0,Wed Dec 27 12:07:47 +0000 2017,1.0,0.0,0.0,Meteorologist @DanielleWBZ4 looks at the forecast and how long this winter blast will last https://t.co/MIVmp0FBJ5 https://t.co/xQMRnExNGl,24,CBS News
224,0.0,Wed Dec 27 12:05:12 +0000 2017,1.0,0.0,0.0,"The northern half of the country is waking up to frigid temperatures, following record-shattering snowfall along th… https://t.co/OAanf6lViF",25,CBS News
225,0.0,Wed Dec 27 12:01:01 +0000 2017,1.0,0.0,0.0,Israel's transportation minister wants to name a future train station at the Western Wall after President Donald Tr… https://t.co/1UymeXBktW,26,CBS News
226,0.4767,Wed Dec 27 11:55:01 +0000 2017,0.846,0.0,0.154,AHEAD on @CBSThisMorning: We chat with Kennedy Center Honoree Lionel Richie. Learn how the performer turned a plan… https://t.co/3Doe3y9Gy8,27,CBS News
227,-0.4215,Wed Dec 27 11:45:01 +0000 2017,0.545,0.314,0.141,COMING UP on @CBSThisMorning: American intelligence officials warn Russian cyber attacks could threaten the upcomin… https://t.co/i32gTez7Ou,28,CBS News
228,-0.4215,Wed Dec 27 11:41:01 +0000 2017,0.872,0.128,0.0,"The evacuation of critically ill patients has begun in the besieged Syrian enclave Eastern Ghouta, where the Red Cr… https://t.co/fUlf5dKWn6",29,CBS News
229,0.0,Wed Dec 27 11:21:01 +0000 2017,1.0,0.0,0.0,American Airlines is reviewing why two professional basketball players were removed from a flight on Sunday after t… https://t.co/60yIVBr75o,30,CBS News
230,0.4215,Wed Dec 27 11:03:08 +0000 2017,0.811,0.0,0.189,Report: Trump administration proposes to roll back offshore drilling safety measures https://t.co/7vips87CF9 https://t.co/Zsk7S44fQi,31,CBS News
231,-0.8225,Wed Dec 27 10:48:05 +0000 2017,0.568,0.432,0.0,Man arrested in Phoenix killings of estranged wife and 2 kids https://t.co/UPVFZpA3Zx https://t.co/I6oGf3JdQW,32,CBS News
232,-0.6369,Wed Dec 27 10:33:06 +0000 2017,0.679,0.321,0.0,Florida man accused of attacking ATM for dispensing too much cash https://t.co/qQTgRixhjn https://t.co/09woMaeOUa,33,CBS News
233,-0.7845,Wed Dec 27 10:18:08 +0000 2017,0.433,0.433,0.134,Friends and family mourn Maryland couple killed in Christmas Eve plane crash https://t.co/jpvleeWu5J https://t.co/ae48syrs7T,34,CBS News
234,-0.3612,Wed Dec 27 10:03:05 +0000 2017,0.64,0.24,0.12,Cities sue Defense Department over gun-check system failures https://t.co/sF5S4gfZj6 https://t.co/Q7J9BrxCDc,35,CBS News
235,0.8074,Wed Dec 27 09:48:05 +0000 2017,0.552,0.0,0.448,Best friends for 60 years discover they are brothers https://t.co/E0dZUlRZeP https://t.co/GhqPBBUdkh,36,CBS News
236,-0.4588,Wed Dec 27 09:33:09 +0000 2017,0.769,0.231,0.0,Investigation after 77 domesticated rats found abandoned in Colorado https://t.co/F1Ik7pn0tb https://t.co/Szg8L5CLOm,37,CBS News
237,-0.6597,Wed Dec 27 09:18:08 +0000 2017,0.714,0.286,0.0,"Price of 40-year-old cancer drug hiked 1,400% by new owners https://t.co/F469EjTyw7 https://t.co/s1RCOsTTVE",38,CBS News
238,-0.34,Wed Dec 27 09:03:05 +0000 2017,0.833,0.167,0.0,"Long lines after passenger caught with gun, bullets at Orlando airport https://t.co/nCWm296M2Z https://t.co/GyUqFa5VZP",39,CBS News
239,0.0,Wed Dec 27 08:58:05 +0000 2017,1.0,0.0,0.0,Chrissy Teigen tweetstorms while Tokyo-bound flight returns to L.A. https://t.co/E7npr9hkmH https://t.co/cCrQuaevEZ,40,CBS News
240,0.2023,Wed Dec 27 08:48:05 +0000 2017,0.878,0.0,0.122,Man says he sent gift-wrapped horse manure to Treasury Secretary Steven Mnuchin https://t.co/iOvWSPFg52 https://t.co/eYL3DKh4IT,41,CBS News
241,0.0,Wed Dec 27 08:33:04 +0000 2017,1.0,0.0,0.0,U.S. fishermen feel a chill from wind turbines https://t.co/lp75ZPekSy https://t.co/jB0rf6V5dG,42,CBS News
242,0.0,Wed Dec 27 08:18:09 +0000 2017,1.0,0.0,0.0,Florida Keys tourism impacted by hurricane-battered resorts https://t.co/f4ElKZiv16 https://t.co/Q71ce9wFqi,43,CBS News
243,-0.5267,Wed Dec 27 08:03:04 +0000 2017,0.638,0.362,0.0,Report: Washington miscalculated Russian threat https://t.co/yC1Ss5s36D https://t.co/ER3HJs19nz,44,CBS News
244,-0.7964,Wed Dec 27 07:48:04 +0000 2017,0.679,0.321,0.0,"12-year-old Colorado girl, troubled by Flint water crisis more than 1,000 miles away, invents lead detector… https://t.co/ZsljrwXJLV",45,CBS News
245,0.0,Wed Dec 27 07:33:08 +0000 2017,1.0,0.0,0.0,8 things that will cost more in 2018 https://t.co/oSF7GYtFo3 https://t.co/cTuLhhRn3u,46,CBS News
246,0.6486,Wed Dec 27 07:18:05 +0000 2017,0.694,0.0,0.306,United Airlines apologizes to passenger who says U.S. Rep got her seat https://t.co/ZXntLVG1Iq https://t.co/oP09Mdveob,47,CBS News
247,0.0,Wed Dec 27 07:03:05 +0000 2017,1.0,0.0,0.0,What is Boxing Day and how did it get its name? https://t.co/bBnm835X1L https://t.co/xpH1Or7gRZ,48,CBS News
248,0.0,Wed Dec 27 06:48:05 +0000 2017,1.0,0.0,0.0,"Part of Jackson Magnolia on South Lawn coming down, White House says https://t.co/rIL7vEPwL1 https://t.co/zM60MMVujj",49,CBS News
249,-0.4767,Wed Dec 27 06:33:05 +0000 2017,0.744,0.256,0.0,British woman convicted of smuggling painkillers in Egypt https://t.co/c6FSfxR0gb https://t.co/pCZYvWzc6Y,50,CBS News
250,-0.8225,Wed Dec 27 06:18:08 +0000 2017,0.568,0.432,0.0,Man arrested in Phoenix killings of estranged wife and 2 kids https://t.co/abCenAUySp https://t.co/eIrAr3Hqi8,51,CBS News
251,0.0,Wed Dec 27 06:03:05 +0000 2017,1.0,0.0,0.0,What thin people don’t understand about dieting https://t.co/eyYZRZ6FTb https://t.co/3xLClENWXo,52,CBS News
252,0.0,Wed Dec 27 05:48:04 +0000 2017,1.0,0.0,0.0,"Christmas storm buries Erie, Pennsylvania, with record snowfall https://t.co/FfAX8HTCeV https://t.co/swW1oBReeR",53,CBS News
253,0.0,Wed Dec 27 05:33:05 +0000 2017,1.0,0.0,0.0,9 tax breaks in the new GOP tax bill https://t.co/hnn6JCKNN2 https://t.co/pPj3ys6b5M,54,CBS News
254,0.8074,Wed Dec 27 05:18:08 +0000 2017,0.552,0.0,0.448,Best friends for 60 years discover they are brothers https://t.co/CGhvEbqExD https://t.co/aiZ4IIZzgq,55,CBS News
255,-0.6597,Wed Dec 27 05:03:09 +0000 2017,0.714,0.286,0.0,"Price of 40-year-old cancer drug hiked 1,400% by new owners https://t.co/0Y6qkjhfKf https://t.co/sF4XNmjISA",56,CBS News
256,-0.7845,Wed Dec 27 04:48:06 +0000 2017,0.433,0.433,0.134,Friends and family mourn Maryland couple killed in Christmas Eve plane crash https://t.co/PkI1BhxhQJ https://t.co/skPvx4W5kW,57,CBS News
257,-0.296,Wed Dec 27 04:33:07 +0000 2017,0.804,0.196,0.0,Missing autistic boy found in pool Christmas morning https://t.co/6ZLckCTFUA https://t.co/Sol09wamUm,58,CBS News
258,-0.5574,Wed Dec 27 04:26:06 +0000 2017,0.69,0.31,0.0,"Shots fired near Memphis mall, police say https://t.co/nDSIUYYz77 https://t.co/rfbW1pDYTC",59,CBS News
259,-0.3182,Wed Dec 27 04:18:06 +0000 2017,0.827,0.173,0.0,Woman shocked to see online electric bill of $284 billion https://t.co/kBQEKq70tp https://t.co/dqaoN9Urfr,60,CBS News
260,0.0,Wed Dec 27 04:03:05 +0000 2017,1.0,0.0,0.0,"Police swarm Troy, New York, home after 4 bodies found in basement https://t.co/opX1HP1B0N https://t.co/vGi8BUQioC",61,CBS News
261,0.91,Wed Dec 27 03:45:30 +0000 2017,0.61,0.0,0.39,"""This is the best Christmas present I could ever imagine having."" Two men in Hawaii who have been best friends for… https://t.co/nRLgJrddEt",62,CBS News
262,-0.7269,Wed Dec 27 03:30:13 +0000 2017,0.596,0.404,0.0,Construction halted on rebuilding church destroyed in 9/11 attacks https://t.co/WHe4RNuXUc https://t.co/hTX635n0of,63,CBS News
263,0.0772,Wed Dec 27 03:06:04 +0000 2017,0.68,0.15,0.17,American Airlines apologizes after black athletes are accused of theft https://t.co/sy4zCs2qNr https://t.co/H5l9zHAHb0,64,CBS News
264,-0.0772,Wed Dec 27 03:00:01 +0000 2017,0.704,0.156,0.141,"Egyptian court convicted a British woman of smuggling hundreds of powerful painkillers into the country, sentencing… https://t.co/hQsDpOgWrP",65,CBS News
265,-0.8442,Wed Dec 27 02:40:02 +0000 2017,0.701,0.299,0.0,Man who killed his mother and then fired more than 100 rounds at police during an eight-hour standoff before killin… https://t.co/AawyMibBHw,66,CBS News
266,-0.34,Wed Dec 27 02:20:00 +0000 2017,0.701,0.182,0.117,"At 95 years old, World War II internment camp survivor still on pointe teaching ballet https://t.co/BQf8tp1hSh https://t.co/IBa5tckjaI",67,CBS News
267,-0.3612,Wed Dec 27 02:03:30 +0000 2017,0.815,0.185,0.0,"""Destroyed"" Rockport struggles to recover months after Hurricane Harvey hit https://t.co/ZsEx6Z0laC https://t.co/nuGG0EwKWr",68,CBS News
268,-0.6976,Wed Dec 27 01:40:01 +0000 2017,0.776,0.224,0.0,"Doctors are looking to Australia, which had its most severe flu season in five years, since conditions can be the s… https://t.co/vXzP8mc27D",69,CBS News
269,0.0,Wed Dec 27 01:20:32 +0000 2017,1.0,0.0,0.0,Winter storm that began on Christmas Day buried this Pennsylvania city with 53 inches of snowfall. And there's more… https://t.co/uozuN68LhT,70,CBS News
270,0.6808,Wed Dec 27 00:59:01 +0000 2017,0.772,0.0,0.228,"We're dancing on the ceiling at the Kennedy Center with honorees Lionel Richie, LL Cool J, Carmen de Lavallade, Nor… https://t.co/pHe4o6qa1m",71,CBS News
271,-0.296,Wed Dec 27 00:40:01 +0000 2017,0.605,0.242,0.153,Singer Joy Villa says she filed sexual assault complaint against President Trump's former campaign manager Corey Le… https://t.co/qu4CJwt4FN,72,CBS News
272,-0.4939,Wed Dec 27 00:20:01 +0000 2017,0.849,0.151,0.0,"""Phony lawyer"" who in 2010 was fined millions of dollars for providing fraudulent immigration services has since st… https://t.co/6Ce9SjSJyL",73,CBS News
273,0.4767,Wed Dec 27 00:03:28 +0000 2017,0.694,0.09,0.216,"What's the secret to staying young? For one woman, it's doing the thing you love, no matter the obstacle.… https://t.co/ArZDcPZM2c",74,CBS News
274,0.4767,Wed Dec 27 00:03:26 +0000 2017,0.694,0.09,0.216,"What's the secret to staying young? For one woman, it's doing the thing you love, no matter the obstacle.… https://t.co/DQgaXDlLk6",75,CBS News
275,-0.2846,Tue Dec 26 23:56:54 +0000 2017,0.903,0.097,0.0,"If a food could make you sick, it would be pulled immediately from store shelves, but today, the Department of Heal… https://t.co/1h9K00c6ck",76,CBS News
276,0.0,Tue Dec 26 23:51:20 +0000 2017,1.0,0.0,0.0,"Rockport, Texas, was the first town to be hit by Hurricane Harvey four months ago. It's also one of the slowest to… https://t.co/qQdRTVdcGD",77,CBS News
277,0.0258,Tue Dec 26 23:48:29 +0000 2017,0.773,0.112,0.116,"As the holiday season continues, the U.S. is also entering peak flu season. @DrLaPook explains why there are fears… https://t.co/ODF0Z0lYAI",78,CBS News
278,0.0,Tue Dec 26 23:43:24 +0000 2017,1.0,0.0,0.0,"Before he hit the golf course today, President Trump tweeted that Obamacare has essentially been repealed now that… https://t.co/AuFJ18AoEd",79,CBS News
279,-0.7717,Tue Dec 26 23:37:38 +0000 2017,0.637,0.307,0.056,Three large cities are suing the Dept. of Defense for failing to report the names of service members disqualified f… https://t.co/sPf7x5pd7F,80,CBS News
280,0.0,Tue Dec 26 23:34:27 +0000 2017,1.0,0.0,0.0,"Almost the entire northern half of the country will wake up Wednesday to below-freezing temperatures. Erie, Pennsyl… https://t.co/Jp34hfehU7",81,CBS News
281,0.0,Tue Dec 26 23:20:01 +0000 2017,1.0,0.0,0.0,Tesla's Elon Musk sets his sights on the consumer pickup truck market https://t.co/TJysUkdWxW https://t.co/niBOItbAj7,82,CBS News
282,-0.6597,Tue Dec 26 23:00:01 +0000 2017,0.812,0.188,0.0,"Bus careened off road and onto steps leading into an underground passageway in Moscow, killing at least four people… https://t.co/HY2TI2OYSW",83,CBS News
283,0.6249,Tue Dec 26 22:40:01 +0000 2017,0.788,0.0,0.212,Rapper T.I. surprised single moms at an Atlanta-area Target store when he announced that he would take care of thei… https://t.co/Rn8SJD5Wuq,84,CBS News
284,-0.296,Tue Dec 26 22:20:01 +0000 2017,0.879,0.121,0.0,Army veteran in Oklahoma was reunited with his missing dog just in time for Christmas https://t.co/nBZsA5k002 https://t.co/zCUWzxnfdL,85,CBS News
285,-0.8225,Tue Dec 26 22:00:01 +0000 2017,0.568,0.432,0.0,Man arrested in Phoenix killings of estranged wife and 2 kids https://t.co/mTShxwnGos https://t.co/u2SC51gpy0,86,CBS News
286,0.4767,Tue Dec 26 21:40:01 +0000 2017,0.78,0.0,0.22,The old-school arcade game of pinball is resurging in popularity https://t.co/69QXrTGFmH https://t.co/26g3KswSPE,87,CBS News
287,-0.4019,Tue Dec 26 21:20:02 +0000 2017,0.863,0.137,0.0,"A Christmas storm dumped a record amount of snow on the Pennsylvania city of Erie and surrounding areas, forecaster… https://t.co/ip5IzujbJx",88,CBS News
288,0.128,Tue Dec 26 21:00:01 +0000 2017,0.897,0.0,0.103,The world's largest legal recreational marijuana market kicks off Monday in California https://t.co/6qXKF7jupw https://t.co/xL8199WYyW,89,CBS News
289,0.0772,Tue Dec 26 20:40:01 +0000 2017,0.915,0.0,0.085,"Amid challenges, music became Gloria Estefan's ""catharsis"" and her ""everything""; the Cuban-American singer, songwri… https://t.co/RV9PUMFfwm",90,CBS News
290,0.0,Tue Dec 26 20:20:01 +0000 2017,1.0,0.0,0.0,"Frigid temperatures in many parts of the U.S. will linger into the New Year, meteorologists say… https://t.co/q7ZA6FAl0H",91,CBS News
291,0.0516,Tue Dec 26 20:00:04 +0000 2017,0.862,0.063,0.075,Meet the climbing team that took on the chilling challenge to summit six mountains in Antarctica… https://t.co/w5ewqUPoYQ,92,CBS News
292,0.4404,Tue Dec 26 19:40:01 +0000 2017,0.868,0.0,0.132,"At 95, Norman Lear is still producing; he's among the five legendary creative forces recognized at this year's Kenn… https://t.co/KDi4hlXTT4",93,CBS News
293,0.128,Tue Dec 26 19:20:01 +0000 2017,0.919,0.0,0.081,Kremlin hints at possible legal repercussions for Russian opposition leader Alexei Navalny over his calls for a boy… https://t.co/WEzt6qvs8n,94,CBS News
294,0.4767,Tue Dec 26 19:00:02 +0000 2017,0.846,0.0,0.154,Los Angeles-based clinical psychologist behind horse manure delivery for Steven Mnuchin says he's proud of his pran… https://t.co/kyvgaAPXFO,95,CBS News
295,-0.0258,Tue Dec 26 18:40:01 +0000 2017,0.796,0.104,0.1,"After convictions of two others, former South American soccer official is acquitted of corruption charges at  U.S.… https://t.co/kGu7CK7MPC",96,CBS News
296,0.0,Tue Dec 26 18:20:01 +0000 2017,1.0,0.0,0.0,"Three months after Hurricane Irma hit Florida, the storm is still leaving businesses flat in the Keys -- many of th… https://t.co/ZG7WfHWn9m",97,CBS News
297,0.7351,Tue Dec 26 18:00:02 +0000 2017,0.744,0.0,0.256,"How to watch the 2017 Kennedy Center Honors, in which five legendary creative forces are recognized for their contr… https://t.co/6XZs3yjEW6",98,CBS News
298,0.0,Tue Dec 26 17:40:01 +0000 2017,1.0,0.0,0.0,"Utah's largest newspaper calls on Orrin Hatch, the state's senior senator, to step down in blistering editorial… https://t.co/JGAWydL1A9",99,CBS News
299,0.8074,Tue Dec 26 17:20:02 +0000 2017,0.673,0.0,0.327,"Two men in Hawaii, best friends for 60 years, recently learn that they are brothers https://t.co/6WepITycHp https://t.co/0BcCOGu7Tq",100,CBS News
300,0.0,Wed Dec 27 14:37:08 +0000 2017,1.0,0.0,0.0,".@jamil_n_jaffer: The idea that the Russia probe will come to a quick end seems ""highly unlikely."" @AmericaNewsroom https://t.co/gmcPfi0l2Z",1,Fox News
301,0.3182,Wed Dec 27 14:28:09 +0000 2017,0.827,0.0,0.173,Utah sheriff’s deputy rescues boy who fell through frozen pond https://t.co/5cSIUkDAym https://t.co/fUss2xmeoW,2,Fox News
302,0.5719,Wed Dec 27 14:21:51 +0000 2017,0.764,0.0,0.236,"Trump ends 2017 with big wins on economy, taxes, ISIS and more https://t.co/BHnfS8ryQU",3,Fox News
303,0.5859,Wed Dec 27 14:18:45 +0000 2017,0.703,0.0,0.297,.@RealDonaldTrump aims to take tax win momentum into 2018 https://t.co/KIkznYttai,4,Fox News
304,0.1027,Wed Dec 27 13:30:06 +0000 2017,0.773,0.105,0.123,.@GOPChairwoman: “We know historically the party that holds the White House loses seats in the midterms and that’s… https://t.co/2SGatkzhgw,5,Fox News
305,0.3818,Wed Dec 27 12:56:22 +0000 2017,0.833,0.0,0.167,.@JohnJamesMI on @foxandfriends: “Our president has kept his promises to the American people.” https://t.co/nE8b7QBza8,6,Fox News
306,-0.0258,Wed Dec 27 12:52:00 +0000 2017,0.457,0.274,0.269,Trump supporter Joy Villa says she filed a sexual assault complaint against Corey Lewandowski https://t.co/EKBwlXykgv,7,Fox News
307,0.5859,Wed Dec 27 12:43:36 +0000 2017,0.826,0.0,0.174,OPINION: Rep. Diane Black: I'm stepping down as chairman of the House Budget Committee after a successful year with… https://t.co/fYTXT51zsx,8,Fox News
308,0.296,Wed Dec 27 12:24:28 +0000 2017,0.741,0.102,0.157,.@LarrySabato on @foxandfriends: “I think there’s no question that Democrats will gain seats in the governorship st… https://t.co/dSCBwRqsLi,9,Fox News
309,0.0,Wed Dec 27 12:21:19 +0000 2017,1.0,0.0,0.0,"Take a look at this time-lapse of a snowstorm in Erie, Pennsylvania. A total of 34 inches fell on the town in one d… https://t.co/sRbP567L3M",10,Fox News
310,-0.4588,Wed Dec 27 12:16:46 +0000 2017,0.833,0.167,0.0,Tokyo-bound flight from Los Angeles forced to turn around after 'unauthorized person' found on plane https://t.co/F3kruR0guo,11,Fox News
311,-0.3818,Wed Dec 27 12:09:51 +0000 2017,0.809,0.191,0.0,WATCH: MLB Rookie Shocks Parents By Paying Off Mortgage for Christmas https://t.co/RVUywlR4SO,12,Fox News
312,0.2732,Wed Dec 27 12:07:41 +0000 2017,0.769,0.0,0.231,Cyclist creates 88-mile virtual snowman across London https://t.co/8uDBxK4qkw,13,Fox News
313,0.4767,Wed Dec 27 12:00:02 +0000 2017,0.819,0.0,0.181,"Lifelong friends in Hawaii discover they're also brothers in 'a Christmas miracle,' report says https://t.co/tiX7FC008h",14,Fox News
314,0.0772,Wed Dec 27 11:59:59 +0000 2017,0.915,0.0,0.085,'Go For It Dude': Lawrence Jones Challenges Jeff Flake on Trump 2020 Primary Remarks https://t.co/lxBqqXmcKi,15,Fox News
315,0.0,Wed Dec 27 11:56:59 +0000 2017,1.0,0.0,0.0,".@RepDeSantis on @foxandfriends: “We’ve tried to get simple answers about the genesis of the dossier, about whether… https://t.co/lO1LeVFcFO",16,Fox News
316,-0.4019,Wed Dec 27 11:45:04 +0000 2017,0.711,0.182,0.107,".@dbongino on college campus violence &amp; liberals thinking ""words are violence"": ""They think by engaging in violence… https://t.co/qbHaHGyCQZ",17,Fox News
317,0.3182,Wed Dec 27 11:30:01 +0000 2017,0.813,0.0,0.187,"Utah sheriff’s deputy rescues boy from icy water, officials say https://t.co/9YJOvP5iyn",18,Fox News
318,0.0,Wed Dec 27 11:23:29 +0000 2017,1.0,0.0,0.0,".@GrecianFormula: ""We have to remember, the North Koreans have potentially as much as five thousand tons of chemica… https://t.co/25EEJRrgpm",19,Fox News
319,0.0,Wed Dec 27 11:20:15 +0000 2017,1.0,0.0,0.0,Future train station at Western Wall could be named after Trump https://t.co/qgihyILL6i,20,Fox News
320,-0.296,Wed Dec 27 11:06:57 +0000 2017,0.855,0.145,0.0,"Guatemala defends decision to move embassy to Jerusalem, no intention to reverse move https://t.co/cZjPVrke62",21,Fox News
321,0.0,Wed Dec 27 11:04:18 +0000 2017,1.0,0.0,0.0,ISIS Territory has Shrunk Drastically https://t.co/fwhVKMmnw4,22,Fox News
322,-0.3182,Wed Dec 27 11:00:01 +0000 2017,0.874,0.126,0.0,"ISIS has lost 98 percent of its territory -- mostly since @POTUS took office, officials say https://t.co/pDuErkrHGp",23,Fox News
323,-0.296,Wed Dec 27 10:45:00 +0000 2017,0.864,0.136,0.0,"Missing for 10 years, cat finds his way back to family after California wildfires https://t.co/POE4AjtKTW",24,Fox News
324,-0.25,Wed Dec 27 10:38:06 +0000 2017,0.667,0.333,0.0,Airlines Face Pilot Shortage https://t.co/mmuy8gy57x,25,Fox News
325,0.8779,Wed Dec 27 10:35:11 +0000 2017,0.409,0.0,0.591,Heroic rescue: deputy punches through ice to save child https://t.co/ij8sfqMy6M,26,Fox News
326,0.3182,Wed Dec 27 10:30:00 +0000 2017,0.813,0.0,0.187,Maryland police officer rescues bald eagle on Christmas Eve https://t.co/kOq0HLcgzc https://t.co/Jc9KX0TAoq,27,Fox News
327,-0.6249,Wed Dec 27 10:17:42 +0000 2017,0.494,0.506,0.0,Trump wiping out terrorists https://t.co/5olXk81K7u,28,Fox News
328,0.4588,Wed Dec 27 10:15:06 +0000 2017,0.824,0.0,0.176,.@KarlRove breaks down how the middle class will benefit from new tax law #TheStory https://t.co/mXvZjHPZaA,29,Fox News
329,-0.3818,Wed Dec 27 10:00:00 +0000 2017,0.809,0.191,0.0,WATCH: @MLB Rookie Shocks Parents By Paying Off Mortgage for Christmas https://t.co/PdWOwzuHUc,30,Fox News
330,-0.1779,Wed Dec 27 09:30:00 +0000 2017,0.667,0.188,0.145,Florida man arrested after punching ATM for 'giving him too much money' https://t.co/SXuXx4SOzs,31,Fox News
331,-0.4588,Wed Dec 27 09:20:00 +0000 2017,0.833,0.167,0.0,Tokyo-bound flight from Los Angeles forced to turn around after 'unauthorized person' found on plane https://t.co/DyyDdu0DlM,32,Fox News
332,-0.6908,Wed Dec 27 09:05:00 +0000 2017,0.695,0.305,0.0,"Virginia teen charged in death of girlfriend's parents mowed swastika in grass, neighbors say https://t.co/CSzbqAaYUf",33,Fox News
333,-0.3818,Wed Dec 27 09:00:04 +0000 2017,0.833,0.167,0.0,".@BuckSexton on @OutnumberedFNC Tuesday: ""The @BarackObama administration was inept...at defeating the Islamic Stat… https://t.co/y4JLACxVlq",34,Fox News
334,-0.8625,Wed Dec 27 08:45:00 +0000 2017,0.556,0.444,0.0,"Newly-engaged pregnant mom, infant son, killed by alleged drunk driver in Christmas Eve crash https://t.co/ZW4gY2ZpLj",35,Fox News
335,-0.6597,Wed Dec 27 08:40:00 +0000 2017,0.732,0.268,0.0,New York Giants star Landon Collins calls teammate 'a cancer' https://t.co/62TXlIAiI7 via @RyanGaydos,36,Fox News
336,-0.5423,Wed Dec 27 08:30:00 +0000 2017,0.667,0.333,0.0,.@TheJuanWilliams: GOP will suffer for tax giveaway https://t.co/x5Z7qfrJCl,37,Fox News
337,-0.4939,Wed Dec 27 08:20:00 +0000 2017,0.769,0.231,0.0,Disgraced Rochester University professor on leave over sexual misconduct allegations still working on campus: report https://t.co/gnuvVBliB8,38,Fox News
338,0.128,Wed Dec 27 08:15:04 +0000 2017,0.741,0.116,0.143,".@jasoninthehouse on @JerryBrownGov pardoning immigrants about to be deported: ""There's no reason why these people… https://t.co/N5tkLkD8XT",39,Fox News
339,-0.4215,Wed Dec 27 07:45:00 +0000 2017,0.598,0.277,0.125,"Texas woman accused of $300,000 in damages to artwork at prominent lawyer's home https://t.co/xHVkT9lRK0",40,Fox News
340,-0.4404,Wed Dec 27 07:30:00 +0000 2017,0.719,0.281,0.0,.@POTUS administration ends 2017 confronting Russia after year of collusion accusations https://t.co/0CohTQ63nZ,41,Fox News
341,0.0,Wed Dec 27 07:00:01 +0000 2017,1.0,0.0,0.0,".@MarkSteynOnline: If a President Were to Hold UN Accountable, 'Trump's the Guy Who Would' https://t.co/k5KHS7Bhzf",42,Fox News
342,-0.4404,Wed Dec 27 06:45:00 +0000 2017,0.775,0.225,0.0,"North Korean defector had anthrax antibodies in system, report says https://t.co/fKV0lSoQnq",43,Fox News
343,-0.3818,Wed Dec 27 06:30:00 +0000 2017,0.644,0.218,0.139,Piers Morgan says viewer saved him from cancer by spotting mark on his chest https://t.co/KgkUjNes3G,44,Fox News
344,-0.6908,Wed Dec 27 06:00:00 +0000 2017,0.68,0.32,0.0,".@POTUS predicts mandate repeal will kill ObamaCare, spur replacement plan https://t.co/Vcms4TmY4j",45,Fox News
345,0.3182,Wed Dec 27 05:45:00 +0000 2017,0.813,0.0,0.187,"Utah sheriff’s deputy rescues boy from icy water, officials say https://t.co/nOJXOWODMQ",46,Fox News
346,-0.4019,Wed Dec 27 05:30:02 +0000 2017,0.711,0.182,0.107,".@dbongino on college campus violence &amp; liberals thinking ""words are violence"": ""They think by engaging in violence… https://t.co/xcgSsGy1Us",47,Fox News
347,0.2732,Wed Dec 27 05:00:00 +0000 2017,0.851,0.0,0.149,Tennessee family receives Christmas surprise after cop pulls them over for speeding https://t.co/vNVzobyfmD,48,Fox News
348,0.3182,Wed Dec 27 04:45:00 +0000 2017,0.813,0.0,0.187,Maryland police officer rescues bald eagle on Christmas Eve https://t.co/kOq0HKUFHE https://t.co/JfdN7RagnV,49,Fox News
349,-0.3182,Wed Dec 27 04:37:34 +0000 2017,0.874,0.126,0.0,"ISIS has lost 98 percent of its territory -- mostly since @POTUS took office, officials say https://t.co/pDuErka6OR",50,Fox News
350,0.0,Wed Dec 27 04:24:16 +0000 2017,1.0,0.0,0.0,Joseph Kony's first-born son seeks to reunite with warlord father https://t.co/tpl7ctyMFW,51,Fox News
